epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,8878.13,1.17207,0.86806,1.40032,0.94122,0.8885,0.94731,0.57116,1.38383,0.68081,1.54352,0.0005645,0.0005645,0.0005645
89,8978.89,1.16979,0.86261,1.3921,0.94805,0.89016,0.94979,0.57612,1.36614,0.67331,1.52343,0.000548,0.000548,0.000548
90,9079.14,1.17362,0.85336,1.39414,0.92965,0.89721,0.95074,0.57195,1.37251,0.66843,1.53295,0.0005315,0.0005315,0.0005315
91,9179.46,1.16912,0.85358,1.39209,0.92783,0.87356,0.95145,0.5747,1.36768,0.67622,1.53004,0.000515,0.000515,0.000515
92,9280.02,1.15328,0.83693,1.37617,0.95776,0.87979,0.95686,0.57482,1.36651,0.678,1.53728,0.0004985,0.0004985,0.0004985
93,9380.38,1.14453,0.8289,1.37582,0.93195,0.88279,0.95132,0.58079,1.35664,0.66754,1.53099,0.000482,0.000482,0.000482
94,9481.28,1.14268,0.81825,1.37355,0.92481,0.89199,0.94531,0.58561,1.3313,0.65971,1.51127,0.0004655,0.0004655,0.0004655
95,9581.32,1.13176,0.81112,1.3684,0.95863,0.87979,0.95017,0.58493,1.34777,0.65758,1.5187,0.000449,0.000449,0.000449
96,9681.71,1.12357,0.79802,1.35696,0.94042,0.90592,0.94998,0.58851,1.33685,0.64885,1.50494,0.0004325,0.0004325,0.0004325
97,9782.14,1.11815,0.80044,1.35976,0.94952,0.91986,0.95304,0.5811,1.34395,0.64656,1.50895,0.000416,0.000416,0.000416
98,9882.24,1.10914,0.80086,1.35661,0.95487,0.92147,0.9561,0.5888,1.3329,0.63546,1.49703,0.0003995,0.0003995,0.0003995
99,9982.38,1.08982,0.78631,1.33905,0.94856,0.89952,0.94211,0.58339,1.33624,0.6396,1.50724,0.000383,0.000383,0.000383
100,10082.7,1.08866,0.79029,1.33674,0.96995,0.89959,0.94953,0.58942,1.32057,0.63112,1.49316,0.0003665,0.0003665,0.0003665
101,10183.1,1.09153,0.77503,1.32843,0.95789,0.91137,0.95375,0.5942,1.32186,0.63439,1.47671,0.00035,0.00035,0.00035
102,10283.2,1.0881,0.77992,1.33576,0.94574,0.91638,0.95294,0.59559,1.32161,0.6226,1.48357,0.0003335,0.0003335,0.0003335
103,10383.2,1.08089,0.76897,1.33118,0.95724,0.89698,0.95278,0.59036,1.33453,0.62453,1.49869,0.000317,0.000317,0.000317
104,10483.8,1.06724,0.76253,1.31541,0.95919,0.90244,0.95789,0.5909,1.32556,0.61535,1.50056,0.0003005,0.0003005,0.0003005
105,10584,1.0607,0.75079,1.30917,0.9435,0.90592,0.95508,0.59728,1.32323,0.6258,1.48494,0.000284,0.000284,0.000284
106,10684.6,1.06133,0.74755,1.30782,0.9482,0.89721,0.95113,0.5987,1.31623,0.6246,1.48544,0.0002675,0.0002675,0.0002675
107,10785,1.05173,0.73994,1.30548,0.93265,0.90941,0.94822,0.60027,1.30033,0.61095,1.48048,0.000251,0.000251,0.000251
108,10885.2,1.04214,0.73448,1.29505,0.93111,0.90418,0.94934,0.5991,1.30308,0.61462,1.48071,0.0002345,0.0002345,0.0002345
109,10985,1.02693,0.72175,1.28293,0.92121,0.89621,0.93881,0.59373,1.30182,0.62047,1.48137,0.000218,0.000218,0.000218
110,11084.7,1.0386,0.73661,1.29478,0.92403,0.90941,0.94648,0.59738,1.30364,0.60744,1.47671,0.0002015,0.0002015,0.0002015
111,11200.7,1.00795,0.54934,1.29439,0.93337,0.91289,0.95655,0.59895,1.32226,0.60987,1.49948,0.000185,0.000185,0.000185
112,11300.8,0.96771,0.51419,1.26148,0.94405,0.91128,0.95096,0.60258,1.30497,0.59899,1.48613,0.0001685,0.0001685,0.0001685
113,11400.7,0.95336,0.50416,1.2551,0.94151,0.92537,0.95085,0.6053,1.299,0.59834,1.48338,0.000152,0.000152,0.000152
114,11501.6,0.94227,0.49946,1.24535,0.94486,0.9216,0.95467,0.6063,1.29024,0.59598,1.48084,0.0001355,0.0001355,0.0001355
115,11602.1,0.92381,0.48969,1.23033,0.94479,0.90767,0.95417,0.61085,1.28466,0.59574,1.47042,0.000119,0.000119,0.000119
116,11701.9,0.91689,0.47661,1.22145,0.94756,0.9216,0.95471,0.60882,1.29166,0.59696,1.47105,0.0001025,0.0001025,0.0001025
117,11801.7,0.91455,0.4841,1.2228,0.94847,0.92334,0.95417,0.60703,1.29083,0.58626,1.47608,8.6e-05,8.6e-05,8.6e-05
118,11901.8,0.90349,0.47604,1.21412,0.95103,0.91342,0.95466,0.60897,1.28561,0.58769,1.4757,6.95e-05,6.95e-05,6.95e-05
119,12002.1,0.88956,0.47487,1.20635,0.9504,0.91289,0.95163,0.60917,1.28346,0.58909,1.47383,5.3e-05,5.3e-05,5.3e-05
120,12101.9,0.89171,0.47152,1.20658,0.94624,0.91289,0.95289,0.60965,1.27652,0.58685,1.46855,3.65e-05,3.65e-05,3.65e-05
