epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,7854.43,0.68824,0.38464,1.05696,0.96865,0.95174,0.98187,0.79078,0.73461,0.35883,1.06064,0.000515,0.000515,0.000515
92,7939.64,0.68168,0.39375,1.0566,0.97418,0.94045,0.97643,0.79047,0.73049,0.3683,1.0594,0.0004985,0.0004985,0.0004985
93,8025.66,0.68357,0.39026,1.05825,0.9746,0.94556,0.97735,0.79353,0.73193,0.36238,1.07079,0.000482,0.000482,0.000482
94,8111.09,0.69219,0.39347,1.05883,0.97245,0.94251,0.97747,0.79504,0.7241,0.36307,1.05524,0.0004655,0.0004655,0.0004655
95,8196.93,0.68986,0.38824,1.05835,0.97482,0.94661,0.9836,0.79251,0.73003,0.36486,1.0597,0.000449,0.000449,0.000449
96,8282.87,0.67259,0.3796,1.05365,0.98193,0.94456,0.98309,0.79639,0.71604,0.35758,1.05513,0.0004325,0.0004325,0.0004325
97,8369.18,0.67875,0.38311,1.0547,0.97465,0.94729,0.98398,0.79727,0.72448,0.35145,1.058,0.000416,0.000416,0.000416
98,8455.36,0.67128,0.38041,1.05372,0.97805,0.93429,0.97817,0.79708,0.72037,0.36149,1.0516,0.0003995,0.0003995,0.0003995
99,8541.19,0.66614,0.37612,1.05033,0.97563,0.94251,0.97868,0.79843,0.71804,0.36067,1.05141,0.000383,0.000383,0.000383
100,8627.41,0.67156,0.3791,1.04937,0.97481,0.95351,0.97803,0.79667,0.71934,0.35804,1.05785,0.0003665,0.0003665,0.0003665
101,8713.24,0.66731,0.37848,1.05215,0.97876,0.94456,0.9784,0.79568,0.71743,0.36172,1.05815,0.00035,0.00035,0.00035
102,8799.74,0.66277,0.37367,1.05229,0.96852,0.94757,0.97929,0.79582,0.72566,0.35618,1.06131,0.0003335,0.0003335,0.0003335
103,8885.51,0.65678,0.37308,1.04624,0.97793,0.94867,0.97952,0.7997,0.72501,0.35674,1.05509,0.000317,0.000317,0.000317
104,8971.52,0.65661,0.37432,1.04766,0.96707,0.95483,0.97859,0.79532,0.71739,0.35994,1.05234,0.0003005,0.0003005,0.0003005
105,9057.66,0.65395,0.37374,1.03851,0.98084,0.94598,0.98432,0.80088,0.7216,0.35085,1.057,0.000284,0.000284,0.000284
106,9143.47,0.6569,0.37256,1.03753,0.97072,0.95293,0.97897,0.8008,0.71543,0.34612,1.05617,0.0002675,0.0002675,0.0002675
107,9229.49,0.64877,0.36459,1.04273,0.96679,0.95642,0.97985,0.80314,0.71549,0.35218,1.05617,0.000251,0.000251,0.000251
108,9315.27,0.65572,0.36203,1.03889,0.97093,0.95893,0.97809,0.79929,0.72231,0.35252,1.05817,0.0002345,0.0002345,0.0002345
109,9401.45,0.64571,0.36114,1.04329,0.97619,0.94661,0.97859,0.80249,0.70471,0.3509,1.04658,0.000218,0.000218,0.000218
110,9487.24,0.637,0.36309,1.02984,0.97273,0.95227,0.97924,0.80448,0.70658,0.3498,1.05044,0.0002015,0.0002015,0.0002015
111,9594.49,0.56779,0.30692,0.99959,0.9726,0.94764,0.98204,0.80461,0.70708,0.34837,1.05066,0.000185,0.000185,0.000185
112,9679.86,0.55337,0.29204,0.99087,0.97255,0.94588,0.98158,0.79941,0.7105,0.35283,1.05276,0.0001685,0.0001685,0.0001685
113,9765.56,0.55276,0.28708,0.99219,0.98071,0.93964,0.97804,0.79878,0.70951,0.34919,1.05105,0.000152,0.000152,0.000152
114,9851.16,0.53859,0.28273,0.98697,0.98491,0.93822,0.97819,0.80725,0.70514,0.34778,1.05022,0.0001355,0.0001355,0.0001355
115,9937.25,0.53795,0.27984,0.98824,0.9812,0.93634,0.98424,0.80807,0.69841,0.34442,1.04319,0.000119,0.000119,0.000119
116,10022.6,0.53466,0.27801,0.98162,0.98323,0.93634,0.98501,0.80621,0.70214,0.34653,1.04795,0.0001025,0.0001025,0.0001025
117,10108.3,0.53856,0.27751,0.98745,0.96273,0.95486,0.98543,0.80459,0.70476,0.34352,1.04981,8.6e-05,8.6e-05,8.6e-05
118,10193.9,0.52751,0.2744,0.97906,0.96661,0.95096,0.98576,0.80437,0.70072,0.34042,1.04609,6.95e-05,6.95e-05,6.95e-05
119,10280.7,0.52214,0.27126,0.97407,0.9849,0.93764,0.98551,0.804,0.69827,0.34268,1.0464,5.3e-05,5.3e-05,5.3e-05
120,10370.5,0.53213,0.27298,0.97845,0.98386,0.94045,0.98542,0.80711,0.69931,0.33937,1.04841,3.65e-05,3.65e-05,3.65e-05
